高 0 1 B 高 B-NAME
厂 7 7 S 厂 E-ORG
厂 8 9 B 厂 B-TITLE
长 8 9 E 长 E-TITLE
、 10 10 S 、 O
党 11 12 B 党 B-TITLE
委 11 12 E 委 M-TITLE
书 13 14 B 书 M-TITLE
记 13 14 E 记 E-TITLE
； 15 15 S ； O
 
北 0 1 B 北 B-ORG
京 0 1 E 京 M-ORG
玻 2 3 B 玻 M-ORG
璃 2 3 E 璃 M-ORG
总 4 5 B 总 M-ORG
厂 4 5 E 厂 E-ORG
党 6 7 B 党 B-TITLE
委 6 7 E 委 M-TITLE
副 8 10 B 副 M-TITLE
书 8 10 M 书 M-TITLE
记 8 10 E 记 E-TITLE
； 11 11 S ； O
 
北 0 1 B 北 B-ORG
京 0 1 E 京 M-ORG
玻 2 3 B 玻 M-ORG
璃 2 3 E 璃 M-ORG
集 4 5 B 集 M-ORG
团 4 5 E 团 M-ORG
公 6 7 B 公 M-ORG
司 6 7 E 司 E-ORG
党 8 9 B 党 B-TITLE
委 8 9 E 委 M-TITLE
书 10 11 B 书 M-TITLE
记 10 11 E 记 E-TITLE
； 12 12 S ； O
 
北 0 1 B 北 B-ORG
京 0 1 E 京 M-ORG
一 2 3 B 一 M-ORG
轻 2 3 E 轻 M-ORG
总 4 6 B 总 M-ORG
公 4 6 M 公 M-ORG
司 4 6 E 司 E-ORG
副 7 10 B 副 B-TITLE
总 7 10 M 总 M-TITLE
经 7 10 M 经 M-TITLE
理 7 10 E 理 E-TITLE
、 11 11 S 、 O
党 12 13 B 党 B-TITLE
委 12 13 E 委 M-TITLE
副 14 16 B 副 M-TITLE
书 14 16 M 书 M-TITLE
记 14 16 E 记 E-TITLE
； 17 17 S ； O
 
北 0 1 B 北 B-ORG
京 0 1 E 京 M-ORG
一 2 3 B 一 M-ORG
轻 2 3 E 轻 M-ORG
集 4 5 B 集 M-ORG
团 4 5 E 团 M-ORG
有 6 7 B 有 M-ORG
限 6 7 E 限 M-ORG
责 8 9 B 责 M-ORG
任 8 9 E 任 M-ORG
公 10 11 B 公 M-ORG
司 10 11 E 司 E-ORG
副 12 15 B 副 B-TITLE
董 12 15 M 董 M-TITLE
事 12 15 M 事 M-TITLE
长 12 15 E 长 E-TITLE
、 16 16 S 、 O
副 17 20 B 副 B-TITLE
总 17 20 M 总 M-TITLE
经 17 20 M 经 M-TITLE
理 17 20 E 理 E-TITLE
； 21 21 S ； O
 
京 0 1 B 京 B-ORG
泰 0 1 E 泰 M-ORG
实 2 3 B 实 M-ORG
业 2 3 E 业 M-ORG
( 4 5 B ( M-ORG
集 4 5 E 集 M-ORG
团 6 7 B 团 M-ORG
) 6 7 E ) M-ORG
有 8 9 B 有 M-ORG
限 8 9 E 限 M-ORG
公 10 11 B 公 M-ORG
司 10 11 E 司 E-ORG
董 12 13 B 董 B-TITLE
事 12 13 E 事 E-TITLE
、 14 14 S 、 O
常 15 16 B 常 B-TITLE
务 15 16 E 务 M-TITLE
副 17 20 B 副 M-TITLE
总 17 20 M 总 M-TITLE
经 17 20 M 经 M-TITLE
理 17 20 E 理 E-TITLE
； 21 21 S ； O
 
华 0 1 B 华 B-ORG
夏 0 1 E 夏 M-ORG
证 2 3 B 证 M-ORG
券 2 3 E 券 M-ORG
股 4 5 B 股 M-ORG
份 4 5 E 份 M-ORG
有 6 7 B 有 M-ORG
限 6 7 E 限 M-ORG
公 8 9 B 公 M-ORG
司 8 9 E 司 E-ORG
董 10 12 B 董 B-TITLE
事 10 12 M 事 M-TITLE
长 10 12 E 长 E-TITLE
、 13 13 S 、 O
党 14 15 B 党 B-TITLE
委 14 15 E 委 M-TITLE
书 16 17 B 书 M-TITLE
记 16 17 E 记 E-TITLE
。 18 18 S 。 O
 
现 0 1 B 现 O
任 0 1 E 任 O
本 2 2 S 本 B-ORG
公 3 4 B 公 M-ORG
司 3 4 E 司 E-ORG
董 5 6 B 董 B-TITLE
事 5 6 E 事 E-TITLE
、 7 7 S 、 O
中 8 9 B 中 B-ORG
信 8 9 E 信 M-ORG
建 10 11 B 建 M-ORG
投 10 11 E 投 M-ORG
证 12 13 B 证 M-ORG
券 12 13 E 券 M-ORG
有 14 15 B 有 M-ORG
限 14 15 E 限 M-ORG
责 16 17 B 责 M-ORG
任 16 17 E 任 M-ORG
公 18 19 B 公 M-ORG
司 18 19 E 司 E-ORG
董 20 22 B 董 B-TITLE
事 20 22 M 事 M-TITLE
长 20 22 E 长 E-TITLE
、 23 23 S 、 O
党 24 25 B 党 B-TITLE
委 24 25 E 委 M-TITLE
书 26 27 B 书 M-TITLE
记 26 27 E 记 E-TITLE
。 28 28 S 。 O
 
王 0 2 B 王 B-NAME
学 0 2 M 学 M-NAME
闻 0 2 E 闻 E-NAME
， 3 3 S ， O
男 4 4 S 男 O
， 5 5 S ， O
 
1 0 5 B 1 O
9 0 5 M 9 O
6 0 5 M 6 O
9 0 5 M 9 O
年 0 5 M 年 O
生 0 5 E 生 O
， 6 6 S ， O
中 7 8 B 中 B-CONT
国 7 8 E 国 M-CONT
国 9 10 B 国 M-CONT
籍 9 10 E 籍 E-CONT
， 11 11 S ， O
无 12 13 B 无 O
境 12 13 E 境 O
外 14 16 B 外 O
永 14 16 M 永 O
久 14 16 E 久 O
居 17 19 B 居 O
留 17 19 M 留 O
权 17 19 E 权 O
， 20 20 S ， O
中 21 22 B 中 B-ORG
国 21 22 E 国 M-ORG
纺 23 24 B 纺 M-ORG
织 23 24 E 织 M-ORG
大 25 26 B 大 M-ORG
学 25 26 E 学 E-ORG
企 27 28 B 企 B-PRO
业 27 28 E 业 M-PRO
管 29 30 B 管 M-PRO
理 29 30 E 理 M-PRO
专 31 32 B 专 M-PRO
业 31 32 E 业 E-PRO
专 33 34 B 专 B-EDU
科 33 34 E 科 E-EDU
。 35 35 S 。 O
 
董 0 1 B 董 B-TITLE
事 0 1 E 事 E-TITLE
、 2 2 S 、 O
副 3 5 B 副 B-TITLE
总 3 5 M 总 M-TITLE
裁 3 5 E 裁 E-TITLE
， 6 6 S ， O
 
2 0 4 B 2 O
0 0 4 M 0 O
0 0 4 M 0 O
5 0 4 M 5 O
年 0 4 E 年 O
4 5 6 B 4 O
月 5 6 E 月 O
至 7 8 B 至 O
今 7 8 E 今 O
担 9 10 B 担 O
任 9 10 E 任 O
该 11 11 S 该 O
职 12 13 B 职 O
务 12 13 E 务 O
。 14 14 S 。 O
 
现 0 0 S 现 O
兼 1 2 B 兼 O
任 1 2 E 任 O
浙 3 4 B 浙 B-ORG
江 3 4 E 江 M-ORG
新 5 6 B 新 M-ORG
和 5 6 E 和 M-ORG
成 7 8 B 成 M-ORG
进 7 8 E 进 M-ORG
出 9 10 B 出 M-ORG
口 9 10 E 口 M-ORG
有 11 12 B 有 M-ORG
限 11 12 E 限 M-ORG
公 13 14 B 公 M-ORG
司 13 14 E 司 E-ORG
董 15 16 B 董 B-TITLE
事 15 16 E 事 E-TITLE
、 17 17 S 、 O
新 18 18 S 新 B-ORG
昌 19 20 B 昌 M-ORG
新 19 20 E 新 M-ORG
和 21 21 S 和 M-ORG
成 22 23 B 成 M-ORG
维 22 23 E 维 M-ORG
生 24 25 B 生 M-ORG
素 24 25 E 素 M-ORG
有 26 27 B 有 M-ORG
限 26 27 E 限 M-ORG
公 28 29 B 公 M-ORG
司 28 29 E 司 E-ORG
总 30 32 B 总 B-TITLE
经 30 32 M 经 M-TITLE
理 30 32 E 理 E-TITLE
等 33 34 B 等 O
职 33 34 E 职 O
。 35 35 S 。 O
 
梁 0 2 B 梁 B-NAME
津 0 2 M 津 M-NAME
明 0 2 E 明 E-NAME
， 3 3 S ， O
男 4 4 S 男 O
， 5 5 S ， O
 
1 0 4 B 1 O
9 0 4 M 9 O
5 0 4 M 5 O
4 0 4 M 4 O
年 0 4 E 年 O
1 5 7 B 1 O
1 5 7 M 1 O
月 5 7 E 月 O
生 8 9 B 生 O
于 8 9 E 于 O
天 10 11 B 天 B-LOC
津 10 11 E 津 E-LOC
， 12 12 S ， O
汉 13 14 B 汉 B-RACE
族 13 14 E 族 E-RACE
， 15 15 S ， O
籍 16 17 B 籍 B-LOC
贯 16 17 E 贯 M-LOC
山 18 20 B 山 M-LOC
西 18 20 M 西 M-LOC
省 18 20 E 省 E-LOC
。 21 21 S 。 O
 
1 0 4 B 1 O
9 0 4 M 9 O
7 0 4 M 7 O
4 0 4 M 4 O
年 0 4 E 年 O
1 5 7 B 1 O
2 5 7 M 2 O
月 5 7 E 月 O
加 8 9 B 加 O
入 8 9 E 入 O
中 10 11 B 中 B-ORG
国 10 11 E 国 M-ORG
共 12 14 B 共 M-ORG
产 12 14 M 产 M-ORG
党 12 14 E 党 E-ORG
， 15 15 S ， O
 
1 0 4 B 1 O
9 0 4 M 9 O
7 0 4 M 7 O
1 0 4 M 1 O
年 0 4 E 年 O
1 5 7 B 1 O
2 5 7 M 2 O
月 5 7 E 月 O
参 8 9 B 参 O
加 8 9 E 加 O
工 10 11 B 工 O
作 10 11 E 作 O
， 12 12 S ， O
大 13 14 B 大 B-EDU
学 13 14 E 学 M-EDU
本 15 16 B 本 M-EDU
科 15 16 E 科 M-EDU
学 17 18 B 学 M-EDU
历 17 18 E 历 E-EDU
， 19 19 S ， O
北 20 21 B 北 B-ORG
京 20 21 E 京 M-ORG
大 22 23 B 大 M-ORG
学 22 23 E 学 E-ORG
访 24 25 B 访 B-TITLE
问 24 25 E 问 M-TITLE
学 26 27 B 学 M-TITLE
者 26 27 E 者 E-TITLE
， 28 28 S ， O
法 29 30 B 法 B-TITLE
学 29 30 E 学 M-TITLE
教 31 32 B 教 M-TITLE
授 31 32 E 授 E-TITLE
。 33 33 S 。 O
 
现 0 1 B 现 O
任 0 1 E 任 O
天 2 3 B 天 B-ORG
津 2 3 E 津 M-ORG
师 4 5 B 师 M-ORG
范 4 5 E 范 M-ORG
大 6 7 B 大 M-ORG
学 6 7 E 学 M-ORG
法 8 10 B 法 M-ORG
学 8 10 M 学 M-ORG
院 8 10 E 院 E-ORG
院 11 12 B 院 B-TITLE
长 11 12 E 长 E-TITLE
； 13 13 S ； O
 
兼 0 1 B 兼 O
任 0 1 E 任 O
天 2 4 B 天 B-ORG
津 2 4 M 津 M-ORG
市 2 4 E 市 M-ORG
法 5 7 B 法 M-ORG
学 5 7 M 学 M-ORG
会 5 7 E 会 E-ORG
副 8 10 B 副 B-TITLE
会 8 10 M 会 M-TITLE
长 8 10 E 长 E-TITLE
， 11 11 S ， O
中 12 13 B 中 B-ORG
国 12 13 E 国 M-ORG
法 14 16 B 法 M-ORG
学 14 16 M 学 M-ORG
会 14 16 E 会 E-ORG
理 17 18 B 理 B-TITLE
事 17 18 E 事 E-TITLE
、 19 19 S 、 O
中 20 21 B 中 B-ORG
国 20 21 E 国 M-ORG
行 22 23 B 行 M-ORG
政 22 23 E 政 M-ORG
法 24 26 B 法 M-ORG
学 24 26 M 学 M-ORG
会 24 26 E 会 E-ORG
常 27 28 B 常 B-TITLE
务 27 28 E 务 M-TITLE
理 29 30 B 理 M-TITLE
事 29 30 E 事 E-TITLE
、 31 31 S 、 O
中 32 33 B 中 B-ORG
共 32 33 E 共 M-ORG
天 34 35 B 天 M-ORG
津 34 35 E 津 M-ORG
市 36 37 B 市 M-ORG
委 36 37 E 委 M-ORG
研 38 40 B 研 M-ORG
究 38 40 M 究 M-ORG
室 38 40 E 室 E-ORG
特 41 42 B 特 B-TITLE
约 41 42 E 约 M-TITLE
研 43 45 B 研 M-TITLE
究 43 45 M 究 M-TITLE
员 43 45 E 员 E-TITLE
、 46 46 S 、 O
天 47 49 B 天 B-ORG
津 47 49 M 津 M-ORG
市 47 49 E 市 M-ORG
人 50 51 B 人 M-ORG
大 50 51 E 大 M-ORG
常 52 54 B 常 M-ORG
委 52 54 M 委 M-ORG
会 52 54 E 会 E-ORG
立 55 56 B 立 B-TITLE
法 55 56 E 法 M-TITLE
咨 57 58 B 咨 M-TITLE
询 57 58 E 询 M-TITLE
专 59 60 B 专 M-TITLE
家 59 60 E 家 E-TITLE
、 61 61 S 、 O
天 62 64 B 天 B-ORG
津 62 64 M 津 M-ORG
市 62 64 E 市 M-ORG
人 65 66 B 人 M-ORG
民 65 66 E 民 M-ORG
政 67 68 B 政 M-ORG
府 67 68 E 府 E-ORG
法 69 70 B 法 B-TITLE
律 69 70 E 律 M-TITLE
顾 71 72 B 顾 M-TITLE
问 71 72 E 问 E-TITLE
、 73 73 S 、 O
天 74 76 B 天 B-ORG
津 74 76 M 津 M-ORG
市 74 76 E 市 M-ORG
人 77 78 B 人 M-ORG
民 77 78 E 民 M-ORG
检 79 81 B 检 M-ORG
察 79 81 M 察 M-ORG
院 79 81 E 院 E-ORG
咨 82 83 B 咨 B-TITLE
询 82 83 E 询 M-TITLE
专 84 85 B 专 M-TITLE
家 84 85 E 家 E-TITLE
、 86 86 S 、 O
天 87 89 B 天 B-ORG
津 87 89 M 津 M-ORG
市 87 89 E 市 M-ORG
高 90 91 B 高 M-ORG
级 90 91 E 级 M-ORG
人 92 93 B 人 M-ORG
民 92 93 E 民 M-ORG
法 94 95 B 法 M-ORG
院 94 95 E 院 E-ORG
咨 96 97 B 咨 B-TITLE
询 96 97 E 询 M-TITLE
专 98 99 B 专 M-TITLE
家 98 99 E 家 E-TITLE
。 100 100 S 。 O
 
顾 0 1 B 顾 B-NAME
斌 0 1 E 斌 E-NAME
： 2 2 S ： O
男 3 3 S 男 O
， 4 4 S ， O
 
1 0 5 B 1 O
9 0 5 M 9 O
7 0 5 M 7 O
0 0 5 M 0 O
年 0 5 M 年 O
生 0 5 E 生 O
， 6 6 S ， O
江 7 9 B 江 B-LOC
苏 7 9 M 苏 M-LOC
省 7 9 E 省 M-LOC
无 10 13 B 无 M-LOC
锡 10 13 M 锡 M-LOC
市 10 13 M 市 M-LOC
人 10 13 E 人 E-LOC
， 14 14 S ， O
硕 15 16 B 硕 B-EDU
士 15 16 E 士 M-EDU
研 17 19 B 研 M-EDU
究 17 19 M 究 M-EDU
生 17 19 E 生 E-EDU
， 20 20 S ， O
工 21 23 B 工 B-TITLE
程 21 23 M 程 M-TITLE
师 21 23 E 师 E-TITLE
职 24 25 B 职 O
称 24 25 E 称 O
。 26 26 S 。 O
 
曾 0 0 S 曾 O
担 1 2 B 担 O
任 1 2 E 任 O
太 3 4 B 太 B-ORG
极 3 4 E 极 M-ORG
实 5 6 B 实 M-ORG
业 5 6 E 业 E-ORG
副 7 10 B 副 B-TITLE
总 7 10 M 总 M-TITLE
经 7 10 M 经 M-TITLE
理 7 10 E 理 E-TITLE
、 11 11 S 、 O
总 12 14 B 总 B-TITLE
经 12 14 M 经 M-TITLE
理 12 14 E 理 E-TITLE
。 15 15 S 。 O
 
现 0 1 B 现 O
任 0 1 E 任 O
无 2 3 B 无 B-ORG
锡 2 3 E 锡 M-ORG
产 4 5 B 产 M-ORG
业 4 5 E 业 M-ORG
集 6 7 B 集 M-ORG
团 6 7 E 团 E-ORG
副 8 10 B 副 B-TITLE
总 8 10 M 总 M-TITLE
裁 8 10 E 裁 E-TITLE
、 11 11 S 、 O
太 12 13 B 太 B-ORG
极 12 13 E 极 M-ORG
实 14 15 B 实 M-ORG
业 14 15 E 业 E-ORG
董 16 18 B 董 B-TITLE
事 16 18 M 事 M-TITLE
长 16 18 E 长 E-TITLE
、 19 19 S 、 O
海 20 21 B 海 B-ORG
太 20 21 E 太 M-ORG
公 22 23 B 公 M-ORG
司 22 23 E 司 E-ORG
董 24 26 B 董 B-TITLE
事 24 26 M 事 M-TITLE
长 24 26 E 长 E-TITLE
/ 27 27 S / O
总 28 30 B 总 B-TITLE
经 28 30 M 经 M-TITLE
理 28 30 E 理 E-TITLE
、 31 31 S 、 O
太 32 33 B 太 B-ORG
极 32 33 E 极 M-ORG
半 34 36 B 半 M-ORG
导 34 36 M 导 M-ORG
体 34 36 E 体 E-ORG
董 37 39 B 董 B-TITLE
事 37 39 M 事 M-TITLE
长 37 39 E 长 E-TITLE
、 40 40 S 、 O
太 41 43 B 太 B-ORG
极 41 43 M 极 M-ORG
微 41 43 E 微 M-ORG
电 44 45 B 电 M-ORG
子 44 45 E 子 E-ORG
董 46 48 B 董 B-TITLE
事 46 48 M 事 M-TITLE
长 46 48 E 长 E-TITLE
， 49 49 S ， O
无 50 52 B 无 B-ORG
锡 50 52 M 锡 M-ORG
德 50 52 E 德 M-ORG
鑫 53 53 S 鑫 M-ORG
太 54 56 B 太 M-ORG
阳 54 56 M 阳 M-ORG
能 54 56 E 能 M-ORG
电 57 58 B 电 M-ORG
力 57 58 E 力 M-ORG
有 59 60 B 有 M-ORG
限 59 60 E 限 M-ORG
公 61 62 B 公 M-ORG
司 61 62 E 司 E-ORG
董 63 65 B 董 B-TITLE
事 63 65 M 事 M-TITLE
长 63 65 E 长 E-TITLE
。 66 66 S 。 O
 
刘 0 2 B 刘 B-NAME
丹 0 2 M 丹 M-NAME
萍 0 2 E 萍 E-NAME
女 3 4 B 女 O
士 3 4 E 士 O
： 5 5 S ： O
1 6 10 B 1 O
9 6 10 M 9 O
5 6 10 M 5 O
7 6 10 M 7 O
年 6 10 E 年 O
出 11 12 B 出 O
生 11 12 E 生 O
， 13 13 S ， O
大 14 15 B 大 B-EDU
学 14 15 E 学 M-EDU
学 16 17 B 学 M-EDU
历 16 17 E 历 E-EDU
， 18 18 S ， O
首 19 20 B 首 B-ORG
都 19 20 E 都 M-ORG
经 21 22 B 经 M-ORG
济 21 22 E 济 M-ORG
贸 23 24 B 贸 M-ORG
易 23 24 E 易 M-ORG
大 25 26 B 大 M-ORG
学 25 26 E 学 E-ORG
助 27 28 B 助 B-TITLE
教 27 28 E 教 E-TITLE
、 29 29 S 、 O
讲 30 31 B 讲 B-TITLE
师 30 31 E 师 E-TITLE
、 32 32 S 、 O
经 33 35 B 经 B-TITLE
济 33 35 M 济 M-TITLE
学 33 35 E 学 M-TITLE
副 36 38 B 副 M-TITLE
教 36 38 M 教 M-TITLE
授 36 38 E 授 E-TITLE
、 39 39 S 、 O
教 40 41 B 教 B-TITLE
授 40 41 E 授 E-TITLE
。 42 42 S 。 O
 
现 0 1 B 现 O
任 0 1 E 任 O
山 2 3 B 山 B-ORG
东 2 3 E 东 M-ORG
海 4 5 B 海 M-ORG
化 4 5 E 化 M-ORG
股 6 7 B 股 M-ORG
份 6 7 E 份 M-ORG
有 8 9 B 有 M-ORG
限 8 9 E 限 M-ORG
公 10 11 B 公 M-ORG
司 10 11 E 司 E-ORG
独 12 13 B 独 B-TITLE
立 12 13 E 立 M-TITLE
董 14 15 B 董 M-TITLE
事 14 15 E 事 E-TITLE
， 16 16 S ， O
宝 17 18 B 宝 B-ORG
胜 17 18 E 胜 M-ORG
科 19 20 B 科 M-ORG
技 19 20 E 技 M-ORG
创 21 22 B 创 M-ORG
新 21 22 E 新 M-ORG
股 23 24 B 股 M-ORG
份 23 24 E 份 M-ORG
有 25 26 B 有 M-ORG
限 25 26 E 限 M-ORG
公 27 28 B 公 M-ORG
司 27 28 E 司 E-ORG
独 29 30 B 独 B-TITLE
立 29 30 E 立 M-TITLE
董 31 32 B 董 M-TITLE
事 31 32 E 事 E-TITLE
， 33 33 S ， O
本 34 34 S 本 B-ORG
公 35 36 B 公 M-ORG
司 35 36 E 司 E-ORG
独 37 38 B 独 B-TITLE
立 37 38 E 立 M-TITLE
董 39 40 B 董 M-TITLE
事 39 40 E 事 E-TITLE
。 41 41 S 。 O
 
侯 0 2 B 侯 B-NAME
功 0 2 M 功 M-NAME
海 0 2 E 海 E-NAME
， 3 3 S ， O
男 4 4 S 男 O
， 5 5 S ， O
汉 6 7 B 汉 B-RACE
族 6 7 E 族 E-RACE
， 8 8 S ， O
 
1 0 4 B 1 O
9 0 4 M 9 O
6 0 4 M 6 O
5 0 4 M 5 O
年 0 4 E 年 O
1 5 7 B 1 O
0 5 7 M 0 O
月 5 7 E 月 O
出 8 9 B 出 O
生 8 9 E 生 O
， 10 10 S ， O
山 11 12 B 山 B-LOC
东 11 12 E 东 M-LOC
济 13 15 B 济 M-LOC
南 13 15 M 南 M-LOC
人 13 15 E 人 E-LOC
， 16 16 S ， O
中 17 18 B 中 B-TITLE
共 17 18 E 共 M-TITLE
党 19 20 B 党 M-TITLE
员 19 20 E 员 E-TITLE
， 21 21 S ， O
研 22 24 B 研 B-EDU
究 22 24 M 究 M-EDU
生 22 24 E 生 M-EDU
学 25 26 B 学 M-EDU
历 25 26 E 历 E-EDU
。 27 27 S 。 O
 
近 0 0 S 近 O
五 1 1 S 五 O
年 2 2 S 年 O
历 3 4 B 历 O
任 3 4 E 任 O
东 5 6 B 东 B-ORG
营 5 6 E 营 M-ORG
银 7 8 B 银 M-ORG
座 7 8 E 座 M-ORG
商 9 10 B 商 M-ORG
城 9 10 E 城 M-ORG
有 11 12 B 有 M-ORG
限 11 12 E 限 M-ORG
公 13 14 B 公 M-ORG
司 13 14 E 司 E-ORG
总 15 17 B 总 B-TITLE
经 15 17 M 经 M-TITLE
理 15 17 E 理 E-TITLE
、 18 18 S 、 O
山 19 20 B 山 B-ORG
东 19 20 E 东 M-ORG
银 21 22 B 银 M-ORG
座 21 22 E 座 M-ORG
商 23 24 B 商 M-ORG
城 23 24 E 城 M-ORG
股 25 26 B 股 M-ORG
份 25 26 E 份 M-ORG
有 27 28 B 有 M-ORG
限 27 28 E 限 M-ORG
公 29 30 B 公 M-ORG
司 29 30 E 司 E-ORG
副 31 34 B 副 B-TITLE
总 31 34 M 总 M-TITLE
经 31 34 M 经 M-TITLE
理 31 34 E 理 E-TITLE
、 35 35 S 、 O
银 36 37 B 银 B-ORG
座 36 37 E 座 M-ORG
集 38 39 B 集 M-ORG
团 38 39 E 团 M-ORG
股 40 41 B 股 M-ORG
份 40 41 E 份 M-ORG
有 42 43 B 有 M-ORG
限 42 43 E 限 M-ORG
公 44 45 B 公 M-ORG
司 44 45 E 司 E-ORG
副 46 49 B 副 B-TITLE
总 46 49 M 总 M-TITLE
经 46 49 M 经 M-TITLE
理 46 49 E 理 E-TITLE
、 50 50 S 、 O
银 51 52 B 银 B-ORG
座 51 52 E 座 M-ORG
集 53 54 B 集 M-ORG
团 53 54 E 团 M-ORG
股 55 56 B 股 M-ORG
份 55 56 E 份 M-ORG
有 57 58 B 有 M-ORG
限 57 58 E 限 M-ORG
公 59 60 B 公 M-ORG
司 59 60 E 司 E-ORG
超 61 62 B 超 B-TITLE
市 61 62 E 市 M-TITLE
事 63 65 B 事 M-TITLE
业 63 65 M 业 M-TITLE
部 63 65 E 部 M-TITLE
副 66 69 B 副 M-TITLE
总 66 69 M 总 M-TITLE
经 66 69 M 经 M-TITLE
理 66 69 E 理 E-TITLE
、 70 70 S 、 O
山 71 72 B 山 B-ORG
东 71 72 E 东 M-ORG
银 73 74 B 银 M-ORG
座 73 74 E 座 M-ORG
购 75 76 B 购 M-ORG
物 75 76 E 物 M-ORG
中 77 78 B 中 M-ORG
心 77 78 E 心 M-ORG
有 79 80 B 有 M-ORG
限 79 80 E 限 M-ORG
公 81 82 B 公 M-ORG
司 81 82 E 司 E-ORG
董 83 85 B 董 B-TITLE
事 83 85 M 事 M-TITLE
长 83 85 E 长 E-TITLE
、 86 86 S 、 O
山 87 88 B 山 B-ORG
东 87 88 E 东 M-ORG
银 89 90 B 银 M-ORG
座 89 90 E 座 M-ORG
购 91 92 B 购 M-ORG
物 91 92 E 物 M-ORG
中 93 94 B 中 M-ORG
心 93 94 E 心 M-ORG
有 95 96 B 有 M-ORG
限 95 96 E 限 M-ORG
公 97 98 B 公 M-ORG
司 97 98 E 司 E-ORG
总 99 101 B 总 B-TITLE
经 99 101 M 经 M-TITLE
理 99 101 E 理 E-TITLE
， 102 102 S ， O
自 103 103 S 自 O
2 104 108 B 2 O
0 104 108 M 0 O
1 104 108 M 1 O
5 104 108 M 5 O
年 104 108 E 年 O
9 109 110 B 9 O
月 109 110 E 月 O
2 111 113 B 2 O
5 111 113 M 5 O
日 111 113 E 日 O
起 114 115 B 起 O
任 114 115 E 任 O
银 116 117 B 银 B-ORG
座 116 117 E 座 M-ORG
集 118 119 B 集 M-ORG
团 118 119 E 团 M-ORG
股 120 121 B 股 M-ORG
份 120 121 E 份 M-ORG
有 122 123 B 有 M-ORG
限 122 123 E 限 M-ORG
公 124 125 B 公 M-ORG
司 124 125 E 司 E-ORG
副 126 129 B 副 B-TITLE
总 126 129 M 总 M-TITLE
经 126 129 M 经 M-TITLE
理 126 129 E 理 E-TITLE
。 130 130 S 。 O
 
李 0 2 B 李 B-NAME
国 0 2 M 国 M-NAME
庆 0 2 E 庆 E-NAME
， 3 3 S ， O
男 4 4 S 男 O
， 5 5 S ， O
 
1 0 4 B 1 O
9 0 4 M 9 O
6 0 4 M 6 O
5 0 4 M 5 O
年 0 4 E 年 O
1 5 7 B 1 O
0 5 7 M 0 O
月 5 7 E 月 O
出 8 9 B 出 O
生 8 9 E 生 O
， 10 10 S ， O
研 11 13 B 研 B-EDU
究 11 13 M 究 M-EDU
生 11 13 E 生 M-EDU
学 14 15 B 学 M-EDU
历 14 15 E 历 E-EDU
， 16 16 S ， O
现 17 18 B 现 O
任 17 18 E 任 O
厦 19 20 B 厦 B-ORG
门 19 20 E 门 M-ORG
象 21 22 B 象 M-ORG
屿 21 22 E 屿 M-ORG
股 23 24 B 股 M-ORG
份 23 24 E 份 M-ORG
有 25 26 B 有 M-ORG
限 25 26 E 限 M-ORG
公 27 28 B 公 M-ORG
司 27 28 E 司 E-ORG
监 29 30 B 监 B-TITLE
事 29 30 E 事 E-TITLE
， 31 31 S ， O
黑 32 34 B 黑 B-ORG
龙 32 34 M 龙 M-ORG
江 32 34 E 江 M-ORG
象 35 36 B 象 M-ORG
屿 35 36 E 屿 M-ORG
农 37 38 B 农 M-ORG
业 37 38 E 业 M-ORG
物 39 40 B 物 M-ORG
产 39 40 E 产 M-ORG
有 41 42 B 有 M-ORG
限 41 42 E 限 M-ORG
公 43 44 B 公 M-ORG
司 43 44 E 司 E-ORG
资 45 46 B 资 B-TITLE
产 45 46 E 产 M-TITLE
并 47 49 B 并 M-TITLE
购 47 49 M 购 M-TITLE
部 47 49 E 部 M-TITLE
总 50 51 B 总 M-TITLE
监 50 51 E 监 E-TITLE
。 52 52 S 。 O
 
曾 0 0 S 曾 O
任 1 1 S 任 O
厦 2 3 B 厦 B-ORG
门 2 3 E 门 M-ORG
象 4 5 B 象 M-ORG
屿 4 5 E 屿 M-ORG
集 6 7 B 集 M-ORG
团 6 7 E 团 M-ORG
有 8 9 B 有 M-ORG
限 8 9 E 限 M-ORG
公 10 11 B 公 M-ORG
司 10 11 E 司 E-ORG
投 12 13 B 投 B-TITLE
资 12 13 E 资 M-TITLE
发 14 16 B 发 M-TITLE
展 14 16 M 展 M-TITLE
部 14 16 E 部 M-TITLE
经 17 18 B 经 M-TITLE
理 17 18 E 理 E-TITLE
、 19 19 S 、 O
资 20 21 B 资 B-TITLE
本 20 21 E 本 M-TITLE
运 22 24 B 运 M-TITLE
营 22 24 M 营 M-TITLE
部 22 24 E 部 M-TITLE
经 25 26 B 经 M-TITLE
理 25 26 E 理 E-TITLE
、 27 27 S 、 O
高 28 29 B 高 B-TITLE
级 28 29 E 级 M-TITLE
经 30 31 B 经 M-TITLE
理 30 31 E 理 E-TITLE
。 32 32 S 。 O
 
李 0 2 B 李 B-NAME
红 0 2 M 红 M-NAME
旗 0 2 E 旗 E-NAME
， 3 3 S ， O
男 4 4 S 男 O
， 5 5 S ， O
 
1 0 4 B 1 O
9 0 4 M 9 O
5 0 4 M 5 O
8 0 4 M 8 O
年 0 4 E 年 O
7 5 6 B 7 O
月 5 6 E 月 O
出 7 8 B 出 O
生 7 8 E 生 O
， 9 9 S ， O
